index,seller_type,buyer_type,delivery_time,quantity,unit_price,signed_at,nullified_at,concluded_at,seller,buyer,n_neg_steps,executed_at,dropped_at,erred_at,product
226,OTHER,T18,15,3,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
539,T18,OTHER,15,3,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
653,T18,OTHER,15,2,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
752,T09,OTHER,15,1,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
384,OTHER,T18,15,2,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
4,OTHER,T18,15,3,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
533,T09,OTHER,15,2,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
793,OTHER,T18,15,2,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
809,OTHER,T18,15,2,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
256,T09,OTHER,15,2,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
77,OTHER,T18,16,1,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
196,T09,OTHER,16,1,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
689,OTHER,T18,16,2,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
691,T09,OTHER,16,2,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
857,OTHER,T18,16,1,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
343,T18,OTHER,16,1,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
158,OTHER,T18,16,3,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
679,T18,OTHER,16,2,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
629,T09,OTHER,16,2,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
860,T09,OTHER,16,2,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
754,T18,OTHER,16,3,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
590,OTHER,T18,16,3,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
839,T18,OTHER,16,1,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
579,OTHER,T18,16,2,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
107,OTHER,T18,16,2,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
371,OTHER,T18,16,2,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
848,T18,OTHER,16,4,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
398,OTHER,T18,16,1,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
808,T18,OTHER,16,2,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
736,OTHER,T18,16,3,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
111,T18,OTHER,17,3,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
488,OTHER,T18,17,1,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
647,T09,OTHER,17,2,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
815,T09,OTHER,17,2,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
799,T09,OTHER,17,1,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
153,OTHER,T18,17,1,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
336,OTHER,T18,17,2,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
342,T09,OTHER,17,2,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
419,T09,OTHER,17,1,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
471,OTHER,T18,17,3,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
349,T09,OTHER,17,3,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
597,T18,OTHER,17,1,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
246,OTHER,T18,17,2,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
570,T09,OTHER,17,4,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
493,OTHER,T18,17,3,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
681,OTHER,T18,17,1,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
409,OTHER,T18,17,2,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
324,OTHER,T18,17,2,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
763,OTHER,T18,17,3,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
849,T09,OTHER,17,1,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
826,OTHER,T18,18,1,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
806,OTHER,T18,18,1,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
292,T09,OTHER,18,2,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
151,T18,OTHER,18,2,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
171,T09,OTHER,18,3,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
578,T09,OTHER,18,1,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
284,T18,OTHER,18,3,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
729,T18,OTHER,18,2,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
346,OTHER,T18,18,2,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
145,OTHER,T18,18,3,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
225,T09,OTHER,18,1,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
5,OTHER,T18,18,1,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
195,T09,OTHER,18,3,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
148,T09,OTHER,18,1,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
509,T09,OTHER,18,2,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
550,OTHER,T18,18,3,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
819,OTHER,T18,18,4,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
812,OTHER,T18,18,3,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
314,OTHER,T18,18,2,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
913,T18,OTHER,19,2,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
779,OTHER,T18,19,2,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
583,T18,OTHER,19,2,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
370,OTHER,T18,19,2,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
746,T09,OTHER,19,1,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
734,OTHER,T18,19,2,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
563,T18,OTHER,19,3,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
166,OTHER,T18,19,1,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
12,OTHER,T18,19,3,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
52,T09,OTHER,19,1,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
783,T09,OTHER,19,1,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
789,T18,OTHER,19,1,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
167,T18,OTHER,19,3,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
47,OTHER,T18,19,5,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
130,T09,OTHER,19,3,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
491,T09,OTHER,19,2,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
318,OTHER,T18,19,1,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
422,OTHER,T18,19,3,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
787,OTHER,T18,19,1,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
298,T18,OTHER,19,1,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
450,OTHER,T18,20,1,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
544,OTHER,T18,20,2,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
850,OTHER,T18,20,1,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
470,OTHER,T18,20,2,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
170,OTHER,T18,20,2,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
46,T18,OTHER,20,2,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
870,T09,OTHER,20,6,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
769,T18,OTHER,20,2,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
251,T18,OTHER,20,1,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
521,OTHER,T18,20,1,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
344,T18,OTHER,20,2,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
740,OTHER,T18,20,2,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
464,OTHER,T18,20,3,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
458,T09,OTHER,20,1,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
104,OTHER,T18,20,1,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
721,OTHER,T18,20,2,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
132,T09,OTHER,20,1,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
717,OTHER,T18,20,3,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
39,T09,OTHER,20,1,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
560,T18,OTHER,20,2,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
1,T18,OTHER,20,2,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
524,T18,OTHER,21,2,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
896,T09,OTHER,21,1,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
431,T09,OTHER,21,1,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
479,T09,OTHER,21,3,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
882,T09,OTHER,21,2,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
879,OTHER,T18,21,3,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
596,T09,OTHER,21,2,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
796,T09,OTHER,21,1,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
339,OTHER,T18,21,2,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
843,OTHER,T18,21,2,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
425,OTHER,T18,21,3,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
660,T09,OTHER,21,1,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
666,T18,OTHER,21,2,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
714,OTHER,T18,21,3,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
775,OTHER,T18,21,2,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
141,T09,OTHER,21,3,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
391,T18,OTHER,21,2,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
495,OTHER,T18,21,5,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
917,OTHER,T18,22,3,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
874,OTHER,T18,22,2,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
82,OTHER,T18,22,2,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
838,T18,OTHER,22,2,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
818,T09,OTHER,22,1,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
255,OTHER,T18,22,3,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
773,T09,OTHER,22,4,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
28,OTHER,T18,22,3,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
29,T18,OTHER,22,2,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
304,T09,OTHER,22,1,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
657,OTHER,T18,22,3,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
331,T18,OTHER,22,4,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
603,T09,OTHER,22,1,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
302,T18,OTHER,22,2,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
117,T09,OTHER,22,2,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
115,OTHER,T18,22,2,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
372,OTHER,T18,22,2,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
65,T18,OTHER,22,1,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
473,OTHER,T18,23,1,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
832,OTHER,T18,23,1,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
895,T18,OTHER,23,2,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
490,T18,OTHER,23,2,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
794,OTHER,T18,23,1,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
548,OTHER,T18,23,2,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
455,T09,OTHER,23,1,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
457,T18,OTHER,23,2,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
723,OTHER,T18,23,1,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
704,T09,OTHER,23,1,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
575,OTHER,T18,23,3,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
90,OTHER,T18,23,2,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
163,T18,OTHER,23,2,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
50,OTHER,T18,23,3,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
565,T18,OTHER,23,1,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
363,OTHER,T18,23,3,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
109,T09,OTHER,23,4,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
438,T09,OTHER,23,3,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
437,OTHER,T18,23,3,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
112,T18,OTHER,23,2,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
179,OTHER,T18,24,1,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
685,T09,OTHER,24,3,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
417,OTHER,T18,24,3,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
858,OTHER,T18,24,3,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
345,T18,OTHER,24,1,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
62,T18,OTHER,24,1,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
133,OTHER,T18,24,1,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
608,OTHER,T18,24,3,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
847,OTHER,T18,24,2,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
845,OTHER,T18,24,1,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
189,T09,OTHER,24,3,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
669,OTHER,T18,24,3,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
884,OTHER,T18,24,2,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
270,T18,OTHER,24,2,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
386,T09,OTHER,24,2,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
842,T09,OTHER,24,2,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
18,T18,OTHER,24,3,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
527,OTHER,T18,24,1,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
250,T18,OTHER,24,1,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
900,T18,OTHER,24,2,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
373,OTHER,T18,25,1,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
484,T18,OTHER,25,1,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
126,OTHER,T18,25,1,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
182,T18,OTHER,25,2,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
85,T09,OTHER,25,2,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
405,OTHER,T18,25,1,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
203,T18,OTHER,25,1,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
315,T09,OTHER,25,1,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
504,T09,OTHER,25,3,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
674,OTHER,T18,25,2,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
230,T09,OTHER,25,2,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
834,OTHER,T18,25,1,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
774,T09,OTHER,25,2,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
758,OTHER,T18,25,4,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
30,OTHER,T18,25,4,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
476,OTHER,T18,25,4,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
742,OTHER,T18,25,1,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
271,T18,OTHER,25,4,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
285,T09,OTHER,25,2,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
210,OTHER,T18,25,1,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
218,T09,OTHER,26,3,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
116,T09,OTHER,26,1,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
136,OTHER,T18,26,3,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
702,OTHER,T18,26,1,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
385,OTHER,T18,26,2,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
538,T09,OTHER,26,3,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
333,OTHER,T18,26,2,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
782,OTHER,T18,26,3,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
301,T18,OTHER,26,1,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
25,T09,OTHER,26,1,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
824,T18,OTHER,26,3,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
688,OTHER,T18,26,2,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
594,T09,OTHER,26,2,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
101,T09,OTHER,26,2,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
823,T18,OTHER,26,3,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
88,OTHER,T18,26,3,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
416,OTHER,T18,26,1,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
181,T09,OTHER,26,1,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
106,OTHER,T18,26,3,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
580,T09,OTHER,27,1,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
273,T18,OTHER,27,2,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
263,OTHER,T18,27,4,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
350,T09,OTHER,27,4,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
223,OTHER,T18,27,1,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
494,T18,OTHER,27,1,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
711,OTHER,T18,27,1,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
915,T18,OTHER,27,3,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
439,T09,OTHER,27,4,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
703,OTHER,T18,27,1,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
697,T18,OTHER,27,2,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
152,OTHER,T18,27,2,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
242,T18,OTHER,27,1,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
652,OTHER,T18,27,3,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
307,T18,OTHER,27,1,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
664,OTHER,T18,27,2,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
513,T09,OTHER,27,1,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
338,OTHER,T18,27,2,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
403,OTHER,T18,27,4,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
160,OTHER,T18,28,2,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
108,OTHER,T18,28,2,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
275,OTHER,T18,28,4,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
53,T09,OTHER,28,4,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
383,T09,OTHER,28,4,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
154,T18,OTHER,28,4,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
731,OTHER,T18,28,2,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
317,T09,OTHER,28,2,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
253,T09,OTHER,28,1,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
412,T18,OTHER,28,1,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
289,OTHER,T18,28,2,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
400,T18,OTHER,28,1,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
238,OTHER,T18,28,1,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
516,OTHER,T18,28,1,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
184,OTHER,T18,28,3,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
309,OTHER,T18,28,2,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
719,T18,OTHER,28,3,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
98,OTHER,T18,28,1,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
293,OTHER,T18,29,1,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
732,T09,OTHER,29,2,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
311,T09,OTHER,29,2,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
217,OTHER,T18,29,1,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
738,OTHER,T18,29,4,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
739,T18,OTHER,29,1,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
642,OTHER,T18,29,1,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
216,T18,OTHER,29,2,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
64,T18,OTHER,29,2,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
61,T09,OTHER,29,3,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
204,OTHER,T18,29,2,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
851,OTHER,T18,29,1,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
122,T18,OTHER,29,2,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
616,OTHER,T18,29,3,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
337,T09,OTHER,29,4,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
893,OTHER,T18,29,2,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
404,T18,OTHER,29,2,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
537,OTHER,T18,29,2,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
258,OTHER,T18,29,2,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
554,OTHER,T18,29,1,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
55,T18,OTHER,30,2,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
588,T09,OTHER,30,1,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
